index(discard),year,bechdel_rating,title,imdb_id
8239,2015,1,Spotlight,1895587
8240,2015,1,Youth,3312830
8241,2015,3,L&#39;attesa,3715122
8242,2015,1,Temp&ecirc;te,3757648
8243,2015,3,Queen of Earth,3993894
8244,2015,1,Comoara,4515684
8245,2015,3,Slow Learners,2537390
8246,2015,3,Invisible Sister,4420110
8247,2015,3,Little Big Master,4319698
8248,2015,3,"Diary of a Teenage Girl, The",3172532
8249,2015,3,Min lilla syster,4093680
8250,2015,3,Till We Meet Again,2461340
8251,2015,3,Meadowland,3529656
8252,2015,3,"Meddler, The",4501454
8253,2015,3,Marguerite,4428788
8254,2015,3,Office,4392726
8255,2015,3,Throne,4010918
8256,2015,3,7 Letters,4691166
8257,2015,3,"VVitch: A New-England Folktale, The",4263482
8258,2015,3,Les ogres,4466872
8259,2015,3,"Longest Ride, The",2726560
8260,2015,3,Tiger House,2911674
8261,2015,3,"Case of Hana and Alice, The",4125300
8262,2015,3,Eye in the Sky,2057392
8263,2015,3,Harbinger Down,3397918
8264,2015,3,Anguish,3620762
8265,2015,1,Baahubali: The Beginning,2631186
8266,2015,3,Riaru onigokko,4439120
8267,2015,3,Je suis un soldat,4485178
8268,2015,3,Green Room,4062536
8269,2015,3,A Country Called Home,3953626
8270,2015,3,Family Fang,2097331
8271,2015,2,Everest,2719848
8272,2015,3,"Hello, My Name Is Doris",3766394
8273,2015,2,A Perfect Day,3577624
8274,2015,3,Sunset Song,2262161
8275,2015,3,"Wave (B&oslash;lgen), The",3616916
8276,2015,0,Z for Zachariah,1598642
8277,2015,3,Max,3369806
8278,2015,3,"Lady in the Van, The",3722070
8279,2015,2,Experimenter,3726704
8280,2015,1,Turbo Kid,3672742
8281,2015,1,They Call Me Jeeg Robot,3775086
8282,2015,3,Halal Love,5105218
8283,2015,3,Maggie&#39;s Plan,3471098
8284,2015,0,"Man Who Knew Infinity, The",0787524
8285,2015,3,Our Little Sister,3756788
8286,2015,3,Equals,3289728
8287,2015,1,Demolition,1172049
8288,2015,3,"Visit, The",3567288
8289,2015,3,"Bronze, The",3859304
8290,2015,3,Jem and the Holograms,3614530
8291,2015,3,Battle For Sevastopol,4084744
8292,2015,1,Louder Than Bombs,2217859
8293,2015,3,Survivor,3247714
8294,2015,3,45 Years,3544082
8295,2015,3,"Colony, The",4005402
8296,2015,3,La belle saison,4080768
8297,2015,1,Never Let Go,3833474
8298,2015,3,Into the Forest,2625810
8299,2015,1,Fourth Man Out,3978720
8300,2015,1,Hrutar,3296658
8301,2015,2,La memoria del agua,4341864
8302,2015,3,A Royal Night Out,1837562
8303,2015,3,Avril et le monde truque,3422078
8304,2015,0,Miles Ahead,0790770
8305,2015,0,brothers of the wind,3532278
8306,2015,3,"Sin Seer, The",3605262
8307,2015,3,Tjuvheder,4153324
8308,2015,0,600 millas [600 Miles],3685622
8309,2015,1,Roald Dahl&#39;s Esio Trot,3205394
8310,2015,3,Unexpected,4145304
8311,2015,1,Embers,3503460
8312,2015,0,Evolution,4291590
8313,2015,3,"Girl King, The",1254322
8314,2015,3,"33, The",2006295
8315,2015,3,Parched,3043252
8316,2015,1,Dragon Ball Z: Resurrection &#39;F&#39;,3819668
8317,2015,3,Nil Battey Sannata,5005684
8318,2015,3,Sweet Bean,4298958
8319,2015,1,Long Way North,2262345
8320,2015,3,Full Out,3977462
8321,2015,1,"Milyy Khans, dorogoy Pyotr",3817188
8322,2015,2,Already Tomorrow in Hong Kong,3700804
8323,2015,3,Lavalantula,4060576
8324,2015,1,Eaters,2109127
8325,2015,3,Boi Neon,4899406
8326,2015,3,Psychosis,6663788
8327,2015,1,London Spy,4108134
8328,2015,3,Ava&#39;s Possession,3727982
8329,2015,3,Birigyaru,4195368
8330,2015,3,"3Tails Movie: A Mermaid Adventure, The",3391348
8331,2015,3,Fathers &amp; Daughters,2582502
8332,2015,3,"Steps, The",3801372
8333,2015,3,Dofus - Livre 1: Julith,4731504
8334,2015,3,Girls Lost,4425152
8335,2015,0,You&#39;re My Boss,4489160
8336,2015,3,Intruders,4009278
8337,2015,2,Synchronicity,2049543
8338,2015,3,Sleeping with Other People,3165612
8339,2015,3,Life,2948840
8340,2015,0,Beasts of No Nation,1365050
8341,2015,3,Harter Brocken,3981858
8342,2015,3,Other Halves,4308714
8343,2015,3,Emelie,4503598
8344,2015,3,Burn Burn Burn,3627488
8345,2015,1,Phoenix Incident,4341532
8346,2015,1,"Stanford Prison Experiment, The",0420293
8347,2015,2,Hot Pursuit,2967224
8348,2015,3,"Blackcoat&#39;s Daughter, The",3286052
8349,2015,0,Maryland,4085084
8350,2015,3,Love Live! The School Idol Movie,3837248
8351,2015,2,Unfinished Business,2358925
8352,2015,1,Scouts Guide to the Zombie Apocalypse,1727776
8353,2015,3,"Gift, The",4178092
8354,2015,0,Hitman: Agent 47,2679042
8355,2015,3,Sharknado 3: Oh Hell No!,3899796
8356,2015,3,Vampyres,3654680
8357,2015,1,Mojave,2322517
8358,2015,1,Alvin and the Chipmunks: The Road Chip,2974918
8359,2015,2,High Rise,0462335
8360,2015,1,Shisha no teikoku (Empire of Corpses),4235644
8361,2015,3,Portrait of a Serial Monogamist,2935662
8362,2015,1,Atrapa la bandera [Capture the Flag],3896100
8363,2015,3,Absolutely Anything,1727770
8364,2015,2,A Walk in the Woods,1178665
8365,2015,3,"Great Gilly Hopkins, The",001226766
8366,2015,2,Bajirao Mastani,3735246
8367,2015,1,Paul Blart: Mall Cop 2,3450650
8368,2015,1,Highway to Hellas,4766604
8369,2015,1,Woodlawn,4183692
8370,2015,3,"Ethicist, The",12145728
8371,2015,3,"Invitation, The",2400463
8372,2015,1,Circle,3118452
8373,2015,3,My Name Is Emily,3319018
8374,2015,3,O Desolado,4692234
8375,2015,0,A German Youth,3431798
8376,2015,1,Montanha,2662716
8377,2015,3,John From,3977428
8378,2015,3,Samurai Warrior Queens,4794188
8379,2015,1,Ip Man 3,2888046
8380,2015,0,Sword of Vengeance,3622332
8381,2015,2,"assassin, The",3508840
8382,2015,0,Aluguel: O Filme,12268798
8383,2015,3,"Wiz Live!, The",4718770
8384,2015,1,Welcome To Happiness,3564794
8385,2015,3,Cuddler,5573580
8386,2015,2,Cafard,4926026
8387,2015,3,Girls und Panzer: Der Film,5284414
8388,2015,3,Superfast!,2933474
8389,2015,2,Extraction,4382872
8390,2015,3,Barney Thomson,2552394
8391,2016,0,Jane Got a Gun,2140037
8392,2016,3,Vampires In Virginia,2938496
8393,2016,2,"5th Wave, The",2304933
8394,2016,1,"Hail, Caesar!",0475290
8395,2016,3,Pride and Prejudice and Zombies,1374989
8396,2016,3,Bang Gang,3838728
8397,2016,3,Les innocentes,4370784
8398,2016,1,Deadpool,1431045
8399,2016,3,Zootopia,2948356
8400,2016,3,"Boy, The",3882082
8401,2016,3,Whiskey Tango Foxtrot,3553442
8402,2016,3,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2652118
8403,2016,3,"Divergent Series: Allegiant, The",3410834
8404,2016,3,10 Cloverfield Lane,1179933
8405,2016,1,Belgica,3544218
8406,2016,3,Triple 9,1712261
8407,2016,1,Midnight Special,2649554
8408,2016,2,Batman v Superman: Dawn of Justice,2975590
8409,2016,3,"Huntsman: Winter&#39;s War, The",2381991
8410,2016,3,Kung Fu Panda 3,2267968
8411,2016,3,Justice League vs. Teen Titans,5091548
8412,2016,1,Hardcore Henry,3072482
8413,2016,3,"Boss, The",2702724
8414,2016,3,Hush,5022702
8415,2016,2,"Jungle Book, The",3040964
8416,2016,3,"Forest, The",3387542
8417,2016,3,Captain America: Civil War,3498820
8418,2016,3,Keanu,4139124
8419,2016,3,Ratchet &amp; Clank,2865120
8420,2016,3,Mother&#39;s Day,4824302
8421,2016,3,Extremis,5538078
8422,2016,3,Love &amp; Friendship,3068194
8423,2016,3,X-Men: Apocalypse,3385516
8424,2016,3,10 Days In A Madhouse,3453052
8425,2016,3,"Nice Guys, The",3799694
8426,2016,3,Alice Through the Looking Glass,2567026
8427,2016,3,Neighbors 2: Sorority Rising,4438848
8428,2016,3,Warcraft,0803096
8429,2016,1,Sing Street,3544112
8430,2016,3,Teenage Mutant Ninja Turtles: Out of the Shadows,3949660
8431,2016,3,How to Be Single,1292566
8432,2016,2,Gods of Egypt,2404233
8433,2016,1,Now You See Me 2,3110958
8434,2016,3,Me Before You,2674426
8435,2016,3,Money Monster,2241351
8436,2016,3,"Conjuring 2, The",3065204
8437,2016,3,Finding Dory,2277860
8438,2016,0,Approaching the Unknown,2674430
8439,2016,3,Be Somebody,5512872
8440,2016,3,Independence Day: Resurgence,1628841
8441,2016,3,"Neon Demon, The",1974419
8442,2016,3,"Shallows, The",4052882
8443,2016,3,"Purge: Election Year, The",4094724
8444,2016,2,"Secret Life of Pets, The",2709768
8445,2016,3,"BFG, The",3691740
8446,2016,1,Popstar: Never Stop Never Stopping,3960412
8447,2016,2,Swiss Army Man,4034354
8448,2016,3,Dad&#39;s Army,4104054
8449,2016,3,"Fundamentals of Caring, The",2452386
8450,2016,3,Mike and Dave Need Wedding Dates,2823054
8451,2016,3,Ghostbusters,1289401
8452,2016,3,Absolutely Fabulous: The Movie,2112096
8453,2016,1,Cafe Society,4513674
8454,2016,3,Norm of the North,1594972
8455,2016,3,Criminal,3014866
8456,2016,1,Star Trek Beyond,2660888
8457,2016,2,13 Hours,4172430
8458,2016,2,Eddie the Eagle,1083452
8459,2016,2,Southside with You,4258698
8460,2016,1,Batman: The Killing Joke,4853102
8461,2016,2,Elvis &amp; Nixon,2093991
8462,2016,0,Everybody Wants Some,2937696
8463,2016,3,Tallulah,1639084
8464,2016,3,Nerve,3531824
8465,2016,2,High Strung,3451230
8466,2016,3,Suicide Squad,1386697
8467,2016,3,Bad Moms,4651520
8468,2016,3,Lights Out,4786282
8469,2016,3,Sausage Party,1700841
8470,2016,1,Jason Bourne,4196776
8471,2016,3,Dear Eleanor,2927212
8472,2016,1,Sully,3263904
8473,2016,1,War Dogs,2005151
8474,2016,3,Un homme a la hauteur,4699388
8475,2016,3,Busanhaeng,5700672
8476,2016,1,Kubo and the Two Strings,4302938
8477,2016,3,Don&#39;t Breathe,4160708
8478,2016,3,Captain Fantastic,3553976
8479,2016,3,"Light Between Oceans, The",2547584
8480,2016,1,Kill Command,2667380
8481,2016,3,Equity,3958780
8482,2016,1,Die letzte Sau,5348774
8483,2016,3,"Girl on the Train, The",3631112
8484,2016,3,Adventures in Babysitting,4456850
8485,2016,3,Raising the Bar,5274066
8486,2016,3,Grease Live!,4366830
8487,2016,1,Hell or High Water,2582782
8488,2016,3,Morgan,4520364
8489,2016,3,My Little Pony: Equestria Girls - Legend of Everfree,5474644
8490,2016,3,El Olivo,3655972
8491,2016,1,Snowden,3774114
8492,2016,3,Catfight,5294198
8493,2016,0,magnificent 7,2404435
8494,2016,3,"Infiltrator, The",1355631
8495,2016,3,Dirty 30,5521550
8496,2016,3,La pazza gioia,4621872
8497,2016,3,Julieta,4326444
8498,2016,1,Storks,4624424
8499,2016,3,American Honey,3721936
8500,2016,1,Shin Godzilla,4262980
8501,2016,2,"Accountant, The",2140479
8502,2016,1,King Dave,4551882
8503,2016,3,Ouija: Origin of Evil,4361050
8504,2016,3,"Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",1267299
8505,2016,1,Doctor Strange,1211837
8506,2016,3,"Handmaiden (Ah-ga-ssi) , The",4016934
8507,2016,3,Miss Peregrine&#39;s Home for Peculiar Children,1935859
8508,2016,3,"Finest Hours, The",2025690
8509,2016,3,Gr&uuml;&szlig;e aus Fukushima (Greetings from Fukushima),4667788
8510,2016,3,Trolls,1679335
8511,2016,3,"I, Daniel Blake",5168192
8512,2016,3,Certain Women,4468634
8513,2016,3,Arrival,2543164
8514,2016,0,Ride Along 2,2869728
8515,2016,3,Fantastic Beasts and Where to Find Them,3183660
8516,2016,3,Divines,4730986
8517,2016,3,Loving,4669986
8518,2016,3,Jack Reacher: Never Go Back,3393786
8519,2016,1,Hacksaw Ridge,2119532
8520,2016,1,Batman: Return of the Caped Crusaders,5973626
8521,2016,3,Bridget Jones&#39;s Baby,1473832
8522,2016,0,"Legend of Tarzan, The",0918940
8523,2016,1,Wiener-Dog,4144190
8524,2016,2,Central Intelligence,1489889
8525,2016,3,Moana,3521164
8526,2016,3,Elle,3716530
8527,2016,3,Nocturnal Animals,4550098
8528,2016,3,Ballerina,2261287
8529,2016,1,Birkebeinerne,4738360
8530,2016,1,"Duel, The",2436682
8531,2016,3,Let Me Go,5153952
8532,2016,3,Mr. Church,4196848
8533,2016,3,Kimi no na wa.,5311514
8534,2016,2,Free State of Jones,1124037
8535,2016,3,Rogue One,3748528
8536,2016,3,Hidden Figures,4846340
8537,2016,0,Doukyuusei,5526028
8538,2016,0,True Memoirs of an International Assassin,1542768
8539,2016,0,Neruda,4698584
8540,2016,1,Assassin&#39;s Creed,2094766
8541,2016,3,La La Land,3783958
8542,2016,3,Sing,3470600
8543,2016,0,Passengers,1355644
8544,2016,2,In a Valley of Violence,3608930
8545,2016,3,Jackie,1619029
8546,2016,1,Paterson,5247022
8547,2016,3,Dernieres nouvelles du cosmos,5786040
8548,2016,3,Hairspray Live!,5664684
8549,2016,3,Hurricane Bianca,4007248
8550,2016,3,20th Century Women,4385888
8551,2016,3,Dangal,5074352
8552,2016,3,Fences,2671706
8553,2016,3,Manchester by the Sea,4034228
8554,2016,3,Hunt for the Wilderpeople,4698684
8555,2016,2,Deepwater Horizon,1860357
8556,2016,2,Inferno,3062096
8557,2016,3,Final Fantasy XV,5595168
8558,2016,3,Demain tout commence,5078204
8559,2016,1,Contratiempo,4857264
8560,2016,3,First Girl I Loved,4262174
8561,2016,3,Pete&#39;s Dragon,2788732
8562,2016,1,Moonlight,4975722
8563,2016,3,Split,4972582
8564,2016,3,All Girls Weekend,4247682
8565,2016,0,Silence,0490215
8566,2016,3,Resident Evil: The Final Chapter,2592614
8567,2016,3,Florence Foster Jenkins,4136084
8568,2016,1,"Eagle Huntress, The",3882074
8569,2016,3,"Red Pill, The",3686998
8570,2016,3,It&#39;s Only the End of the World,4645368
8571,2016,3,Toni Erdmann,4048272
8572,2016,3,Aquarius,5221584
8573,2016,3,Personal Shopper,4714782
8574,2016,1,A Cure for Wellness,4731136
8575,2016,2,Mr. Right,2091935
8576,2016,1,Marauders,3963816
8577,2016,2,Lion,3741834
8578,2016,3,Under The Shadow,4273292
8579,2016,0,"Great Wall, The",2034800
8580,2016,3,Christine,4666726
8581,2016,1,Things to come - L&#39;avenir,4120176
8582,2016,3,Little Sister,5434870
8583,2016,3,Bar Bahar,5974388
8584,2016,2,Underworld: Blood Wars,3717252
8585,2016,3,Other People,4158876
8586,2016,3,Spa Night,5254640
8587,2016,3,"Edge of Seventeen, The",1878870
8588,2016,3,"Young Offenders, The",4714568
8589,2016,3,Always Shine,4392770
8590,2016,0,Monster Trucks,3095734
8591,2016,1,Breathing Deep,4869556
8592,2016,1,"Lost City of Z, The",1212428
8593,2016,3,"Love Witch, The",3908142
8594,2016,3,Miss Sloane,4540710
8595,2016,3,Denial,4645330
8596,2016,3,Queen of Katwe,4341582
8597,2016,3,Below Her Mouth,5073620
8598,2016,1,Live by Night,2361317
8599,2016,3,Electra Woman and Dyna Girl,4644822
8600,2016,0,Free Fire,4158096
8601,2016,3,Raw,4954522
8602,2016,3,"Belko Experiment, The",1082807
8603,2016,0,Colossal,4680182
8604,2016,3,"Girl with All the Gifts, The",4547056
8605,2016,3,War on Everyone,3708886
8606,2016,3,Cam-Girl,2290819
8607,2016,1,"9th Life of Louis Drax, The",3991412
8608,2016,1,L&#39;et&agrave; d&#39;oro,4322180
8609,2016,3,Keeping Up with the Joneses,2387499
8610,2016,3,I Am the Pretty Thing That Lives in the House,5059406
8611,2016,3,Spidarlings,2262129
8612,2016,1,"Dragon Spell, The",5954304
8613,2016,3,Monster High: Welcome to Monster High,5898034
8614,2016,3,"Void, The",4255304
8615,2016,2,Una,2315582
8616,2016,3,Almost Christmas,4649416
8617,2016,3,Varoonegi,5695764
8618,2016,3,"Untamed, The",5265960
8619,2016,2,"Darkness, The",1878841
8620,2016,0,Don&#39;t Hang Up,3610746
8621,2016,3,Martyrs,1663655
8622,2016,3,A United Kingdom,3387266
8623,2016,3,Their Finest,1661275
8624,2016,0,"Red Turtle, The",3666024
8625,2016,3,My Life as a Zucchini,2321405
8626,2016,3,A Quiet Passion,2392830
8627,2016,2,King of the Dancehall,5918104
8628,2016,3,Petersburg: a selfie,5789664
8629,2016,2,Pet,1183374
8630,2016,3,Prevenge,5154288
8631,2016,1,Patients,5598100
8632,2016,1,"Siege of Jadotville, The",3922798
8633,2016,1,Norman,4191702
8634,2016,3,Aruvi,5867800
8635,2016,3,Office Christmas Party,1711525
8636,2016,3,Hated in the Nation,5709236
8637,2016,1,"Autopsy of Jane Doe, The",3289956
8638,2016,3,Ice Fantasy,5022298
8639,2016,0,A Dark Song,4805316
8640,2016,3,Hounds of Love,3896738
8641,2016,2,Yoga Hosers,3838992
8642,2016,1,Ne gledaj mi u pijat,5791884
8643,2016,3,House on Willow Street,4961380
8644,2016,3,Little Door Gods,4788934
8645,2016,1,R&eacute;parer les vivants,5096536
8646,2016,3,Pink,5571734
8647,2016,3,Planetarium,4680196
8648,2016,2,Fai bei sogni,4746506
8649,2016,3,Better Watch Out,4443658
8650,2016,3,Rustom,5165344
8651,2016,3,Nowhere Boys: The Book of Shadows,4836736
8652,2016,2,Locos de Amor,5908566
8653,2016,3,Our Kind of Traitor,1995390
8654,2016,3,Sensitivity Training,5697078
8655,2016,3,Maudie,3721954
8656,2016,0,"Transfiguration, The",5039088
8657,2016,0,Tenemos la carne [We Are the Flesh],4682708
8658,2016,3,"Midnight Man, The",5629964
8659,2016,1,Tschick,4911940
8660,2016,3,My Big Fat Greek Wedding 2,3760922
8661,2016,3,"Choice, The",3797868
8662,2016,3,Thomas &amp; Friends: The Great Race,5563932
8663,2016,1,"Birth of a Nation, The",4196450
8664,2016,2,"Perfect Match, The",4871980
8665,2016,1,"Brothers Grimsby, The",3381008
8666,2016,1,Koe no katachi,5323662
8667,2016,1,"Angry Birds Movie, The",1985949
8668,2016,3,Ice Age: Collision Course,3416828
8669,2016,2,Blair Witch,1540011
8670,2016,2,Collateral Beauty,4682786
8671,2016,3,Allied,3640424
8672,2016,3,Billions,4270492
8673,2016,3,Middle School: The Worst Years of My Life,4981636
8674,2016,3,Meet the Blacks,4191580
8675,2016,3,A Monster Calls,3416532
8676,2016,3,Barbershop: The Next Cut,3628584
8677,2016,2,Dirty Grandpa,1860213
8678,2016,3,Masterminds,2461150
8679,2016,3,Bliss!,1316541
8680,2016,2,Raman Raghav 2.0,5662932
8681,2016,1,I Had a Bloody Good Time at House Harker,4779026
8682,2016,3,Liberty&#39;s Secret,4396662
8683,2016,3,Quand on a 17 ans,4331970
8684,2016,3,Women Who Kill,3973012
8685,2016,3,Friend Request,3352390
8686,2016,0,Seoulyeok [Seoul Station],3845670
8687,2016,0,Courier X,3589968
8688,2016,1,Vier gegen die Bank,5173166
8689,2016,3,Zoombies,5340882
8690,2016,3,Pandemic,3774802
8691,2016,1,Ben-Hur,2638144
8692,2016,1,Nine Lives,4383594
8693,2016,3,Adult Life Skills,4211044
8694,2016,3,Ma revolution,4277264
8695,2016,1,Blood Stripe,3838802
8696,2016,3,Don&#39;t Think Twice,4972062
8697,2016,3,Suicide kale,4991906
8698,2016,1,Tramps,4991512
8699,2016,1,"Ticket, The",3893280
8700,2016,1,Handsome Devil,5016946
8701,2016,1,S&atilde;o Jorge,4895668
8702,2016,3,Lovesong,4305148
8703,2016,3,Big Fish &amp; Begonia,1920885
8704,2016,1,Yu-Gi-Oh!: The Dark Side of Dimensions,4273562
8705,2016,1,Gantz: O,5923962
8706,2016,1,Vse o muzhchinakh,6261136
8707,2016,3,Sharknado 4: The 4th Awakens,4831420
8708,2016,3,American Crime Story,2788432
8709,2016,2,Miss Saigon: 25th Anniversary,6162808
8710,2016,1,Realive,4074928
8711,2016,3,Linefork,5553782
8712,2016,3,I&#39;m Not Ashamed,4950110
8713,2016,3,Nowhereland,3115906
8714,2016,1,Sluga naroda 2,6818880
8715,2016,3,Moana,
8716,2016,3,Batman: Bad Blood,4870838
8717,2016,3,R&uuml;zgarda Sal&amp;#305;nan Nil&uuml;fer,5143586
8718,2016,3,Offline,3556230
8719,2016,3,A Date for Mad Mary,4197642
8720,2016,3,Case Closed: The Darkest Nightmare,4954660
8721,2016,3,Antiporno,5973032
8722,2016,3,Angry Inuk,5709536
8723,2017,3,Wonder Woman,0451279
8724,2017,3,"Bye Bye Man, The",4030600
8725,2017,3,"Coin Heist, The",5740806
8726,2017,2,Alexander IRL,5540622
8727,2017,3,xXx: Return of Xander Cage,1293847
8728,2017,3,Death Race 2050,5493706
8729,2017,3,"LEGO Batman Movie, The",4116284
8730,2017,3,"Space Between Us, The",3922818
8731,2017,1,John Wick: Chapter 2,4425200
8732,2017,3,Fifty Shades Darker,4465564
8733,2017,3,Logan,3315342
8734,2017,3,For Here or To Go?,4157510
8735,2017,3,Table 19,1412528
8736,2017,3,Before I Fall,1691916
8737,2017,3,Innan vi dor,5598192
8738,2017,1,Kong: Skull Island,3731562
8739,2017,3,Get Out,5052448
8740,2017,3,Beauty and the Beast,2771200
8741,2017,3,Deidra &amp; Laney Rob a Train,4144332
8742,2017,3,Power Rangers,3717490
8743,2017,3,Life,5442430
8744,2017,3,Ghost in the Shell,1219827
8745,2017,1,"Boss Baby, The",3874544
8746,2017,3,Dance Academy: The Movie,5834660
8747,2017,3,Unlocked,1734493
8748,2017,3,I Don&#39;t Feel at Home in This World Anymore,5710514
8749,2017,3,"Fate of the Furious, The",4630562
8750,2017,3,"Discovery, The",5155780
8751,2017,3,Unforgettable,3462710
8752,2017,3,Guardians of the Galaxy Vol. 2,3896198
8753,2017,3,"Circle, The",4287320
8754,2017,3,Alien: Covenant,2316204
8755,2017,1,King Arthur,1972591
8756,2017,1,Pirates of the Caribbean: Dead Men Tell No Tales,1790809
8757,2017,3,Gifted,4481414
8758,2017,3,"Everything, Everything",5001718
8759,2017,3,Snatched,2334871
8760,2017,3,T2 Trainspotting,2763304
8761,2017,2,"Mummy, The",2345759
8762,2017,3,My Cousin Rachel,4411596
8763,2017,3,Megan Leavy,4899370
8764,2017,1,Captain Underpants: The First Epic Movie,2091256
8765,2017,3,Rough Night,4799050
8766,2017,3,Annabelle: Creation,5140878
8767,2017,3,Beatriz at Dinner,5929750
8768,2017,3,"Shack, The",2872518
8769,2017,3,Cars 3,3606752
8770,2017,3,Despicable Me 3,3469046
8771,2017,1,Baby Driver,3890160
8772,2017,3,"Big Sick, The",5462602
8773,2017,3,Spider-Man: Homecoming,2250912
8774,2017,3,Atomic Blonde,2406566
8775,2017,3,"Last Word, The",5023260
8776,2017,3,"Little Hours, The",5666304
8777,2017,3,It Comes at Night,4695012
8778,2017,3,Monster High: Electrified,6536944
8779,2017,1,War for the Planet of the Apes,3450958
8780,2017,3,Okja,3967856
8781,2017,3,Wind River,5362988
8782,2017,3,"Beguiled, The",5592248
8783,2017,3,Wish Upon,5322012
8784,2017,0,Dunkirk,5013056
8785,2017,1,Valerian and the City of a Thousand Planets,2239822
8786,2017,2,Detroit,5390504
8787,2017,3,"Incredible Jessica James, The",5990342
8788,2017,3,Girls Trip,3564472
8789,2017,1,Plasmatic Day,6524480
8790,2017,1,"Dark Tower, The",1648190
8791,2017,1,"Emoji Movie, The",4877122
8792,2017,3,To the bone,5541240
8793,2017,3,"Hitman&#39;s Bodyguard, The",1959563
8794,2017,1,American Made,3532216
8795,2017,3,Logan Lucky,5439796
8796,2017,3,Tulip Fever,0491203
8797,2017,2,Naked,6048930
8798,2017,0,Death Note,1241317
8799,2017,3,What Happened to Monday,1536537
8800,2017,3,It,1396484
8801,2017,2,Mother!,5109784
8802,2017,3,"I, Tonya",5580036
8803,2017,3,Ingrid Goes West,5962210
8804,2017,3,"Book of Birdie, The",5142400
8805,2017,3,Amityville: The Awakening,1935897
8806,2017,0,"Wall, The",4218696
8807,2017,3,Geostorm,1981128
8808,2017,1,"Square, The",4995790
8809,2017,1,"Foreigner, The",1615160
8810,2017,3,Revelator,5296086
8811,2017,1,Kingsman: The Golden Circle,4649466
8812,2017,3,American Assassin,1961175
8813,2017,3,Happy Death Day,5308322
8814,2017,3,Battle of the Sexes,4622512
8815,2017,3,Band Aid,5816374
8816,2017,3,On Body and Soul,5607714
8817,2017,0,Revenge,6738136
8818,2017,3,Felicite,5980798
8819,2017,3,Lady Bird,4925292
8820,2017,3,seven sisters,4956232
8821,2017,3,Blade Runner 2049,1856101
8822,2017,3,Gerald&#39;s Game,3748172
8823,2017,3,My Little Pony: The Movie,4131800
8824,2017,3,Good Time,4846232
8825,2017,3,Professor Marston and the Wonder Women,6133130
8826,2017,2,Un beau soleil interieur,6423776
8827,2017,2,Victoria &amp; Abdul,5816682
8828,2017,3,Home Again,5719700
8829,2017,1,Wheelman,5723286
8830,2017,0,Pilgrimage,3531202
8831,2017,2,Only the Brave,3829920
8832,2017,1,"Death of Stalin, The",4686844
8833,2017,1,Thor: Ragnarok,3501632
8834,2017,3,47 Meters Down,2932536
8835,2017,3,Jigsaw,3348730
8836,2017,3,"Mad Ones, The",3887208
8837,2017,3,Pokemon the Movie: I Choose You!,6595896
8838,2017,3,Seagull,5997830
8839,2017,3,OM+ME,7341676
8840,2017,1,"Meyerowitz Stories (new and selected), The",5536736
8841,2017,3,"Florida Project, The",5649144
8842,2017,1,Marshall,5301662
8843,2017,3,Wonder,2543472
8844,2017,3,Dim the Fluorescents,6029106
8845,2017,3,Justice League,0974015
8846,2017,0,6 days,4703048
8847,2017,0,Sand Castle,2582576
8848,2017,1,"Man with the Iron Heart, The",3296908
8849,2017,3,"Punisher, The",5675620
8850,2017,3,Murder on the Orient Express,3402236
8851,2017,3,Batman vs. Two-Face,6142314
8852,2017,3,Coco,2380307
8853,2017,1,Transformers: The Last Knight,3371366
8854,2017,3,"Nut Job 2: Nutty By Nature, The",3486626
8855,2017,3,Psych: The Movie,6868216
8856,2017,1,"Only Living Boy in New York, The",0460890
8857,2017,3,Nogemu noraifu: Zero,5914996
8858,2017,3,A Christmas Prince,7608418
8859,2017,2,El Camino Christmas,3255590
8860,2017,3,Star Wars: The Last Jedi,2527336
8861,2017,3,Molly&#39;s Game,4209788
8862,2017,3,"Babysitter, The",4225622
8863,2017,3,"Disaster Artist, The",3521126
8864,2017,3,"Shape of Water, The",5580390
8865,2017,3,"Three Billboards Outside Ebbing, Missouri",5027774
8866,2017,3,Wonder Wheel,5825380
8867,2017,3,Mudbound,2396589
8868,2017,3,Kidnap,1458169
8869,2017,3,Jumanji: Welcome to the Jungle,2283362
8870,2017,3,Bright,5519340
8871,2017,3,Call Me by Your Name,5726616
8872,2017,3,Wilson,1781058
8873,2017,2,All the Money in the World,5294550
8874,2017,1,Downsizing,1389072
8875,2017,3,Bushwick,4720702
8876,2017,0,Creep 2,3654796
8877,2017,3,"Greatest Showman, The",1485796
8878,2017,3,"Dinner, The",3203620
8879,2017,3,Ver&oacute;nica,5862312
8880,2017,3,Pitch Perfect 3,4765284
8881,2017,0,Cherry Pop,4807950
8882,2017,3,Disco,7401540
8883,2017,1,"Jesus, Bro!",5878326
8884,2017,3,Descendants 2,5117876
8885,2017,1,A Ghost Story,6265828
8886,2017,3,Sweet Virginia,2582498
8887,2017,3,Mary and The Witch&#39;s Flower,6336356
8888,2017,3,Phantom Thread,5776858
8889,2017,2,Darkest Hour,4555426
8890,2017,3,A man of integrity,6776462
8891,2017,3,Paddington 2,4468740
8892,2017,1,Berlin Syndrome,3335606
8893,2017,1,Wolf Warrior 2,7131870
8894,2017,3,La llamada,5176252
